Player,Id,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PTS36M,OFFR,OFFR36M,DEFR,DEFR36M,OFFDEFRATE,ASTPERD,BLKPF,RATE,RATETOT,FGA20P,MP10R,MP10A,MP20P
Lou Williams,willilo02,PG,34,TOT,66,4,21.6,4.0,9.8,0.41,1.0,2.6,0.39899999999999997,3.0,7.2,0.414,0.46399999999999997,2.3,2.6,0.867,0.3,1.8,2.1,3.4,0.7,0.1,1.6,0.9,11.3,18.8,7.6,12.7,1.7,2.8,15.5,2.1,0.1,9.0,594.0,17.3,102.9,63.5,38.2
Lou Williams,willilo02,PG,34,LAC,42,3,21.9,4.3,10.2,0.42100000000000004,1.1,2.8,0.37799999999999995,3.2,7.4,0.43700000000000006,0.473,2.5,2.8,0.866,0.4,1.7,2.1,3.4,0.9,0.1,1.6,1.0,12.1,19.9,8.4,13.8,1.7,2.8,16.6,2.1,0.1,9.8,412.0,16.9,104.3,64.4,36.2
Lou Williams,willilo02,PG,34,ATL,24,1,21.0,3.5,9.0,0.389,1.0,2.3,0.444,2.5,6.8,0.37,0.444,2.0,2.3,0.87,0.3,1.8,2.1,3.4,0.3,0.1,1.8,0.8,10.0,17.1,6.4,11.0,1.4,2.4,13.4,1.9,0.1,7.5,180.0,18.0,100.0,61.8,42.0
Patrick Williams,willipa01,PF,19,CHI,71,71,27.9,3.6,7.4,0.483,0.8,1.9,0.391,2.8,5.5,0.515,0.534,1.3,1.8,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9.2,11.9,6.3,8.1,3.4,4.4,12.5,1.0,0.3,9.2,653.0,16.1,60.7,199.3,60.7
Robert Williams,williro04,C,23,BOS,52,13,18.9,3.6,5.0,0.721,0.0,0.0,0.0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1.0,2.0,8.0,15.2,10.0,19.0,4.9,9.3,28.3,1.8,0.9,14.4,749.0,12.5,27.4,105.0,47.2
Zion Williamson,willizi01,PF,20,NOP,61,61,33.2,10.4,17.0,0.611,0.2,0.6,0.294,10.2,16.4,0.622,0.616,6.0,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27.0,29.3,24.1,26.1,3.8,4.1,30.2,1.4,0.3,25.2,1537.0,12.6,46.1,89.7,24.6
D.J. Wilson,wilsodj01,PF,24,TOT,35,1,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2,15.1,3.0,8.7,2.1,6.1,14.8,1.2,0.4,4.9,172.0,18.5,38.8,177.1,47.7
D.J. Wilson,wilsodj01,PF,24,MIL,12,0,8.8,1.3,3.6,0.37200000000000005,0.8,2.3,0.35700000000000004,0.5,1.3,0.4,0.488,0.1,0.2,0.5,0.3,1.8,2.1,0.3,0.1,0.3,0.3,1.1,3.6,14.7,1.6,6.5,1.1,4.5,11.0,1.0,0.3,2.6,31.0,20.0,41.9,293.3,48.9
D.J. Wilson,wilsodj01,PF,24,HOU,23,1,14.3,2.3,5.4,0.41600000000000004,0.9,2.6,0.33899999999999997,1.4,2.9,0.485,0.496,0.7,1.0,0.696,0.7,3.0,3.8,0.9,0.4,0.5,0.8,1.3,6.1,15.4,3.8,9.6,2.6,6.5,16.1,1.1,0.4,6.2,143.0,17.7,37.6,158.9,46.9
Dylan Windler,windldy01,SF,24,CLE,31,0,16.5,1.8,4.2,0.43799999999999994,0.8,2.5,0.33799999999999997,1.0,1.7,0.585,0.5379999999999999,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,1.2,5.2,11.3,3.5,7.6,2.6,5.7,13.3,1.1,0.3,6.0,186.0,16.2,47.1,150.0,63.5
Justise Winslow,winslju01,SF,24,MEM,26,1,19.5,2.8,8.1,0.35200000000000004,0.4,2.1,0.185,2.5,6.0,0.41,0.376,0.8,1.3,0.5710000000000001,0.7,3.8,4.5,1.9,0.6,0.5,1.4,1.8,6.8,12.6,2.7,5.0,3.1,5.7,10.7,1.4,0.3,5.3,138.0,23.8,43.3,102.6,57.4
Cassius Winston,winstca01,PG,22,WAS,22,0,4.5,0.6,1.5,0.424,0.4,0.8,0.47100000000000003,0.3,0.7,0.375,0.545,0.2,0.3,0.833,0.0,0.4,0.4,0.5,0.1,0.0,0.2,0.4,1.9,15.2,1.3,10.4,0.1,0.8,11.2,2.5,0.0,1.3,29.0,15.8,112.5,90.0,47.4
James Wiseman,wisemja01,C,19,GSW,39,27,21.4,4.9,9.4,0.519,0.3,1.0,0.316,4.6,8.5,0.542,0.535,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5,19.3,7.6,12.8,2.5,4.2,17.0,0.5,0.3,9.3,363.0,16.3,36.9,305.7,37.2
Christian Wood,woodch01,C,25,HOU,41,41,32.3,8.0,15.6,0.514,1.9,5.0,0.374,6.1,10.6,0.581,0.574,3.0,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2.0,2.1,21.0,23.4,15.0,16.7,7.7,8.6,25.3,0.8,0.6,20.8,853.0,14.9,33.6,190.0,30.8
Robert Woodard,woodaro01,SF,21,SAC,13,0,3.5,0.6,1.5,0.4,0.1,0.5,0.16699999999999998,0.5,1.1,0.5,0.425,0.2,0.6,0.375,0.3,0.9,1.2,0.2,0.0,0.2,0.1,0.3,1.5,15.4,1.0,10.3,0.8,8.2,18.5,2.0,0.7,1.4,18.0,20.0,29.2,175.0,46.7
Delon Wright,wrighde01,SG-PG,28,TOT,63,39,27.7,3.8,8.2,0.46299999999999997,1.0,2.7,0.37200000000000005,2.8,5.5,0.509,0.525,1.6,2.0,0.802,1.0,3.2,4.3,4.4,1.6,0.5,1.3,1.2,10.2,13.3,9.9,12.9,4.1,5.3,18.2,3.4,0.4,13.7,863.0,16.1,64.4,63.0,54.3
Delon Wright,wrighde01,SG,28,DET,36,31,29.2,3.8,8.1,0.46399999999999997,0.9,2.5,0.348,2.9,5.7,0.515,0.517,2.0,2.5,0.789,1.0,3.5,4.6,5.0,1.6,0.5,1.3,1.3,10.4,12.8,10.8,13.3,4.3,5.3,18.6,3.8,0.4,14.7,529.0,15.6,63.5,58.4,56.2
Delon Wright,wrighde01,PG,28,SAC,27,8,25.8,3.9,8.3,0.462,1.2,3.1,0.39799999999999996,2.6,5.3,0.5,0.536,1.1,1.3,0.833,1.0,2.9,3.9,3.6,1.6,0.4,1.3,1.1,10.0,14.0,8.9,12.4,3.8,5.3,17.7,2.8,0.4,12.5,338.0,16.6,66.2,71.7,51.6
Thaddeus Young,youngth01,PF,32,CHI,68,23,24.3,5.4,9.7,0.5589999999999999,0.2,0.7,0.267,5.3,9.1,0.58,0.568,1.0,1.7,0.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2,12.1,17.9,12.6,18.7,3.3,4.9,23.6,2.2,0.3,15.1,1027.0,16.0,39.2,56.5,40.2
Trae Young,youngtr01,PG,22,ATL,63,63,33.7,7.7,17.7,0.43799999999999994,2.2,6.3,0.34299999999999997,5.6,11.3,0.491,0.499,7.7,8.7,0.8859999999999999,0.6,3.3,3.9,9.4,0.8,0.2,4.1,1.8,25.3,27.0,21.2,22.6,2.5,2.7,25.3,2.3,0.1,22.7,1430.0,14.0,86.4,35.9,26.6
Cody Zeller,zelleco01,C,28,CHO,48,21,20.9,3.8,6.8,0.5589999999999999,0.1,0.6,0.14300000000000002,3.7,6.2,0.598,0.565,1.8,2.5,0.7140000000000001,2.5,4.4,6.8,1.8,0.6,0.4,1.1,2.5,9.4,16.2,9.6,16.5,2.9,5.0,21.5,1.6,0.2,11.7,562.0,14.5,30.7,116.1,44.5
Ivica Zubac,zubaciv01,C,23,LAC,72,33,22.3,3.6,5.5,0.652,0.0,0.1,0.25,3.6,5.4,0.6559999999999999,0.654,1.9,2.4,0.789,2.6,4.6,7.2,1.3,0.3,0.9,1.1,2.6,9.0,14.5,9.9,16.0,3.2,5.2,21.2,1.2,0.3,12.6,907.0,12.2,31.0,171.5,49.6
